,name,album,release_date,track_number,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms
0,Welcome To New York (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,1,0.00942,0.757,0.61,3.66e-05,0.367,-4.84,0.0327,116.998,0.685,66,212600
1,Blank Space (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,2,0.0885,0.733,0.733,0.0,0.168,-5.376,0.067,96.057,0.701,67,231833
2,Style (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,3,0.000421,0.511,0.822,0.0197,0.0899,-4.785,0.0397,94.868,0.305,68,231000
3,Out Of The Woods (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,4,0.000537,0.545,0.885,5.59e-05,0.385,-5.968,0.0447,92.021,0.206,67,235800
4,All You Had To Do Was Stay (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,5,0.000656,0.588,0.721,0.0,0.131,-5.579,0.0317,96.997,0.52,65,193289
5,Shake It Off (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,6,0.0121,0.636,0.808,2.18e-05,0.359,-5.693,0.0729,160.058,0.917,65,219209
6,I Wish You Would (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,7,0.00354,0.67,0.858,1.25e-05,0.0687,-6.528,0.0439,118.009,0.539,65,207650
7,Bad Blood (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,8,0.0362,0.618,0.683,0.0,0.305,-6.438,0.194,169.971,0.363,64,211103
8,Wildest Dreams (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,9,0.0436,0.589,0.674,7.18e-05,0.112,-7.48,0.0656,139.985,0.514,65,220433
9,How You Get The Girl (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,10,0.00196,0.758,0.691,1.09e-05,0.0939,-5.798,0.0515,119.997,0.538,64,247533
10,This Love (Taylor’s Version),1989 (Taylor's Version) [Deluxe],2023-10-27,11,0.316,0.471,0.509,0.0,0.0673,-8.796,0.0355,144.071,0.0567,63,250100
11,I Know Places (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,12,0.0999,0.582,0.788,0.0,0.115,-5.358,0.0445,160.027,0.652,65,195700
12,Clean (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,13,0.25,0.772,0.391,2.92e-05,0.0981,-8.892,0.0293,103.955,0.258,65,271000
13,Wonderland (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,14,0.00976,0.464,0.705,2.61e-05,0.209,-5.97,0.0434,183.892,0.385,64,245566
14,You Are In Love (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,15,0.61,0.363,0.498,3.91e-06,0.112,-9.473,0.0755,84.68,0.477,65,267389
15,New Romantics (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,16,0.00675,0.649,0.846,4.63e-06,0.0824,-5.958,0.0602,121.978,0.698,65,230177
16,"""Slut!"" (Taylor's Version) (From The Vault)",1989 (Taylor's Version) [Deluxe],2023-10-27,17,0.309,0.591,0.412,0.000199,0.0608,-13.27,0.0863,155.875,0.328,69,180381
17,Say Don't Go (Taylor's Version) (From The Vault),1989 (Taylor's Version) [Deluxe],2023-10-27,18,0.066,0.633,0.551,9.94e-06,0.127,-8.297,0.0341,109.95,0.164,67,279833
18,Now That We Don't Talk (Taylor's Version) (From The Vault),1989 (Taylor's Version) [Deluxe],2023-10-27,19,0.16,0.8,0.501,7.14e-05,0.0874,-9.332,0.034,110.013,0.0831,69,146436
19,Suburban Legends (Taylor's Version) (From The Vault),1989 (Taylor's Version) [Deluxe],2023-10-27,20,0.207,0.701,0.625,0.0,0.105,-8.804,0.036,118.036,0.323,65,171818
20,Is It Over Now? (Taylor's Version) (From The Vault),1989 (Taylor's Version) [Deluxe],2023-10-27,21,0.041,0.595,0.656,0.0,0.122,-7.343,0.037,99.994,0.191,71,229477
21,Bad Blood (feat. Kendrick Lamar) (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,22,0.0104,0.602,0.648,0.0,0.217,-6.905,0.103,170.091,0.174,74,199773
22,Welcome To New York (Taylor's Version),1989 (Taylor's Version),2023-10-26,1,0.00961,0.761,0.607,2.24e-05,0.367,-4.83,0.0312,116.98,0.674,77,212600
23,Blank Space (Taylor's Version),1989 (Taylor's Version),2023-10-26,2,0.0976,0.737,0.725,0.0,0.174,-5.417,0.0641,96.012,0.755,81,231833
24,Style (Taylor's Version),1989 (Taylor's Version),2023-10-26,3,0.000418,0.575,0.824,0.0214,0.0901,-4.823,0.038,94.971,0.292,83,231000
25,Out Of The Woods (Taylor's Version),1989 (Taylor's Version),2023-10-26,4,0.000512,0.547,0.885,9.37e-05,0.39,-5.961,0.0418,91.992,0.192,78,235800
26,All You Had To Do Was Stay (Taylor's Version),1989 (Taylor's Version),2023-10-26,5,0.000718,0.586,0.72,0.0,0.0949,-5.556,0.035,97.057,0.481,75,193289
27,Shake It Off (Taylor's Version),1989 (Taylor's Version),2023-10-26,6,0.0103,0.632,0.807,1.27e-05,0.29,-5.676,0.0738,160.055,0.921,78,219209
28,I Wish You Would (Taylor's Version),1989 (Taylor's Version),2023-10-26,7,0.00357,0.669,0.851,1.04e-05,0.0676,-6.526,0.0432,118.026,0.541,75,207650
29,Bad Blood (Taylor's Version),1989 (Taylor's Version),2023-10-26,8,0.0385,0.619,0.686,0.0,0.307,-6.369,0.164,169.943,0.364,75,211103
30,Wildest Dreams (Taylor's Version),1989 (Taylor's Version),2023-10-26,9,0.0411,0.581,0.672,9.35e-05,0.118,-7.415,0.0739,140.061,0.514,80,220433
31,How You Get The Girl (Taylor's Version),1989 (Taylor's Version),2023-10-26,10,0.00209,0.754,0.682,9.88e-06,0.0941,-5.789,0.0565,120.027,0.547,72,247533
32,This Love (Taylor’s Version),1989 (Taylor's Version),2023-10-26,11,0.299,0.474,0.511,0.0,0.0673,-8.766,0.0339,144.022,0.0586,73,250100
33,I Know Places (Taylor's Version),1989 (Taylor's Version),2023-10-26,12,0.087,0.575,0.803,0.0,0.0971,-5.393,0.0465,160.039,0.68,72,195700
34,Clean (Taylor's Version),1989 (Taylor's Version),2023-10-26,13,0.276,0.771,0.386,2.01e-05,0.121,-8.917,0.0297,103.96,0.239,76,271000
35,Wonderland (Taylor's Version),1989 (Taylor's Version),2023-10-26,14,0.00933,0.462,0.708,1.88e-05,0.198,-5.971,0.0555,183.811,0.337,72,245566
36,You Are In Love (Taylor's Version),1989 (Taylor's Version),2023-10-26,15,0.609,0.537,0.495,2.49e-06,0.112,-9.416,0.0573,84.948,0.492,73,267389
37,New Romantics (Taylor's Version),1989 (Taylor's Version),2023-10-26,16,0.0068,0.651,0.855,9.81e-06,0.0759,-5.959,0.0538,121.98,0.698,78,230177
38,"""Slut!"" (Taylor's Version) (From The Vault)",1989 (Taylor's Version),2023-10-26,17,0.345,0.629,0.413,7.62e-05,0.0603,-13.178,0.055,77.983,0.306,84,180381
39,Say Don't Go (Taylor's Version) (From The Vault),1989 (Taylor's Version),2023-10-26,18,0.0656,0.626,0.547,1.67e-05,0.149,-8.285,0.0342,109.946,0.192,79,279833
40,Now That We Don't Talk (Taylor's Version) (From The Vault),1989 (Taylor's Version),2023-10-26,19,0.186,0.793,0.512,3.81e-05,0.0889,-9.319,0.0338,109.994,0.0662,83,146436
41,Suburban Legends (Taylor's Version) (From The Vault),1989 (Taylor's Version),2023-10-26,20,0.198,0.699,0.621,0.0,0.104,-8.739,0.0369,118.048,0.344,74,171818
42,Is It Over Now? (Taylor's Version) (From The Vault),1989 (Taylor's Version),2023-10-26,21,0.0504,0.596,0.658,0.0,0.127,-7.346,0.036,100.012,0.176,88,229477
43,Mine (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,1,0.00444,0.646,0.783,1.38e-06,0.171,-2.846,0.0356,121.08,0.49,78,231706
44,Sparks Fly (Taylor’s Version),Speak Now (Taylor's Version),2023-07-07,2,0.0251,0.588,0.758,0.0,0.131,-2.347,0.0305,114.991,0.387,75,261230
45,Back To December (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,3,0.00621,0.497,0.635,0.0,0.117,-3.927,0.0273,142.063,0.203,79,294189
46,Speak Now (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,4,0.248,0.727,0.677,0.0,0.143,-2.871,0.0325,118.995,0.639,73,242473
47,Dear John (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,5,0.0236,0.419,0.47,0.0,0.163,-5.016,0.0296,119.294,0.133,74,405906
48,Mean (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,6,0.311,0.524,0.692,0.0,0.192,-3.866,0.0369,163.874,0.621,74,238693
49,The Story Of Us (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,7,0.00192,0.515,0.781,0.0,0.054,-2.608,0.0535,139.846,0.57,73,267653
50,Never Grow Up (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,8,0.851,0.685,0.323,0.0,0.198,-7.103,0.0289,125.058,0.569,68,292920
51,Enchanted (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,9,0.012,0.505,0.532,0.0,0.149,-3.526,0.0265,81.907,0.216,83,353253
52,Better Than Revenge (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,10,0.000886,0.496,0.885,0.0,0.191,-2.969,0.0803,145.863,0.665,75,220306
53,Innocent (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,11,0.101,0.522,0.598,0.0,0.152,-5.327,0.0284,133.627,0.149,67,301221
54,Haunted (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,12,0.00667,0.427,0.915,0.0,0.221,-1.909,0.0619,162.201,0.355,72,245413
55,Last Kiss (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,13,0.447,0.55,0.366,4.43e-06,0.101,-8.46,0.0276,79.401,0.16,72,369120
56,Long Live (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,14,0.0122,0.375,0.65,0.0,0.189,-4.031,0.0402,203.89,0.0752,78,317960
57,Ours (Taylor’s Version),Speak Now (Taylor's Version),2023-07-07,15,0.449,0.535,0.488,0.0,0.111,-8.261,0.0278,159.813,0.348,69,235803
58,Superman (Taylor’s Version),Speak Now (Taylor's Version),2023-07-07,16,0.0031,0.533,0.742,0.0,0.108,-3.473,0.0303,131.93,0.356,66,274945
59,Electric Touch (feat. Fall Out Boy) (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),2023-07-07,17,0.0164,0.547,0.855,0.0,0.144,-4.7,0.0597,131.073,0.282,72,266466
60,When Emma Falls in Love (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),2023-07-07,18,0.159,0.474,0.763,0.0,0.138,-4.632,0.0505,78.133,0.231,70,252385
61,I Can See You (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),2023-07-07,19,0.0586,0.694,0.764,0.0,0.0608,-4.893,0.0337,123.044,0.819,78,273186
62,Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),2023-07-07,20,0.362,0.576,0.57,0.0,0.0668,-7.925,0.0434,147.803,0.378,71,306062
63,Foolish One (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),2023-07-07,21,0.617,0.671,0.588,0.0,0.111,-4.675,0.0299,96.965,0.543,73,311765
64,Timeless (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),2023-07-07,22,0.3,0.624,0.585,0.0,0.0916,-5.847,0.0328,142.883,0.65,72,321396
65,Lavender Haze,Midnights (The Til Dawn Edition),2023-05-26,1,0.236,0.735,0.454,0.00113,0.133,-10.516,0.0876,97.043,0.0751,67,202395
66,Maroon,Midnights (The Til Dawn Edition),2023-05-26,2,0.0609,0.65,0.397,1.4e-06,0.089,-8.237,0.0365,108.055,0.0382,67,218270
67,Anti-Hero,Midnights (The Til Dawn Edition),2023-05-26,3,0.115,0.637,0.649,1.22e-06,0.147,-6.59,0.0584,96.935,0.497,66,200690
68,Snow On The Beach (feat. Lana Del Rey),Midnights (The Til Dawn Edition),2023-05-26,4,0.705,0.653,0.331,0.0013,0.116,-13.534,0.039,110.014,0.166,64,256124
69,"You're On Your Own, Kid",Midnights (The Til Dawn Edition),2023-05-26,5,0.423,0.694,0.386,1.05e-05,0.126,-10.312,0.0597,120.044,0.39,67,194206
70,Midnight Rain,Midnights (The Til Dawn Edition),2023-05-26,6,0.705,0.654,0.372,6.78e-05,0.114,-11.704,0.0667,140.15,0.198,67,174782
71,Question...?,Midnights (The Til Dawn Edition),2023-05-26,7,0.205,0.741,0.509,0.0,0.262,-8.747,0.19,108.978,0.113,64,210556
72,Vigilante Shit,Midnights (The Til Dawn Edition),2023-05-26,8,0.157,0.867,0.272,3.42e-05,0.118,-11.014,0.363,79.962,0.157,66,164801
73,Bejeweled,Midnights (The Til Dawn Edition),2023-05-26,9,0.0648,0.695,0.546,0.000128,0.0883,-9.184,0.066,164.0,0.425,66,194165
74,Labyrinth,Midnights (The Til Dawn Edition),2023-05-26,10,0.804,0.493,0.308,0.328,0.123,-15.489,0.0436,109.993,0.13,65,247962
75,Karma,Midnights (The Til Dawn Edition),2023-05-26,11,0.0782,0.647,0.614,0.0,0.611,-7.091,0.0651,90.034,0.0956,66,204852
76,Sweet Nothing,Midnights (The Til Dawn Edition),2023-05-26,12,0.967,0.335,0.166,0.00012,0.115,-14.958,0.048,175.917,0.391,64,188496
77,Mastermind,Midnights (The Til Dawn Edition),2023-05-26,13,0.545,0.661,0.345,0.000915,0.0871,-14.037,0.144,125.977,0.126,65,191039
78,The Great War,Midnights (The Til Dawn Edition),2023-05-26,14,0.203,0.573,0.737,2.78e-05,0.0851,-9.002,0.0352,96.009,0.592,65,240355
79,Bigger Than The Whole Sky,Midnights (The Til Dawn Edition),2023-05-26,15,0.837,0.48,0.22,0.00269,0.116,-12.469,0.0425,82.951,0.0633,64,218502
80,Paris,Midnights (The Til Dawn Edition),2023-05-26,16,0.116,0.691,0.498,3.07e-05,0.136,-10.519,0.101,110.963,0.454,63,196258
81,High Infidelity,Midnights (The Til Dawn Edition),2023-05-26,17,0.726,0.564,0.545,0.0,0.0878,-10.17,0.104,176.082,0.766,63,231475
82,Glitch,Midnights (The Til Dawn Edition),2023-05-26,18,0.318,0.677,0.451,0.0,0.11,-9.744,0.19,140.845,0.399,62,148781
83,"Would've, Could've, Should've",Midnights (The Til Dawn Edition),2023-05-26,19,0.435,0.482,0.837,0.00147,0.123,-6.501,0.12,157.96,0.534,65,260361
84,Dear Reader,Midnights (The Til Dawn Edition),2023-05-26,20,0.497,0.475,0.386,0.00104,0.119,-12.038,0.0737,107.601,0.162,63,225194
85,Hits Different,Midnights (The Til Dawn Edition),2023-05-26,21,0.148,0.672,0.782,4.73e-06,0.296,-6.499,0.0421,106.026,0.239,77,234466
86,Snow On The Beach (feat. More Lana Del Rey),Midnights (The Til Dawn Edition),2023-05-26,22,0.806,0.664,0.401,3.5e-06,0.108,-10.934,0.0344,109.846,0.315,78,229942
87,Karma (feat. Ice Spice),Midnights (The Til Dawn Edition),2023-05-26,23,0.0623,0.615,0.616,0.0,0.579,-6.523,0.0622,89.977,0.0734,69,201493
88,Lavender Haze,Midnights (3am Edition),2022-10-22,1,0.204,0.735,0.444,0.0012,0.17,-10.519,0.0684,97.038,0.0984,65,202395
89,Maroon,Midnights (3am Edition),2022-10-22,2,0.0593,0.658,0.378,0.0,0.0976,-8.3,0.0379,108.034,0.0382,65,218270
90,Anti-Hero,Midnights (3am Edition),2022-10-22,3,0.133,0.638,0.634,1.23e-06,0.152,-6.582,0.0457,96.953,0.519,66,200690
91,Snow On The Beach (feat. Lana Del Rey),Midnights (3am Edition),2022-10-22,4,0.735,0.659,0.323,0.00321,0.116,-13.425,0.0436,110.007,0.154,65,256124
92,"You're On Your Own, Kid",Midnights (3am Edition),2022-10-22,5,0.416,0.694,0.38,8.47e-06,0.126,-10.307,0.0614,120.044,0.376,66,194206
93,Midnight Rain,Midnights (3am Edition),2022-10-22,6,0.71,0.636,0.377,6.51e-05,0.115,-11.721,0.0708,139.966,0.23,65,174782
94,Question...?,Midnights (3am Edition),2022-10-22,7,0.226,0.751,0.502,0.0,0.297,-8.777,0.162,108.989,0.112,62,210556
95,Vigilante Shit,Midnights (3am Edition),2022-10-22,8,0.16,0.87,0.279,1.74e-05,0.121,-11.134,0.364,79.996,0.16,65,164801
96,Bejeweled,Midnights (3am Edition),2022-10-22,9,0.0661,0.7,0.55,0.000102,0.091,-9.13,0.0653,164.003,0.412,66,194165
97,Labyrinth,Midnights (3am Edition),2022-10-22,10,0.791,0.487,0.313,0.348,0.124,-15.434,0.0487,110.039,0.141,62,247962
98,Karma,Midnights (3am Edition),2022-10-22,11,0.074,0.649,0.622,0.0,0.594,-7.054,0.0582,90.024,0.106,71,204852
99,Sweet Nothing,Midnights (3am Edition),2022-10-22,12,0.967,0.334,0.161,4.71e-05,0.115,-14.875,0.0506,176.747,0.396,63,188496
100,Mastermind,Midnights (3am Edition),2022-10-22,13,0.571,0.661,0.352,0.00147,0.0884,-14.077,0.117,125.934,0.13,70,191039
101,The Great War,Midnights (3am Edition),2022-10-22,14,0.219,0.573,0.741,2.23e-05,0.0842,-8.987,0.0353,96.016,0.554,72,240355
102,Bigger Than The Whole Sky,Midnights (3am Edition),2022-10-22,15,0.826,0.422,0.235,0.00648,0.115,-12.379,0.0568,165.71,0.068,70,218502
103,Paris,Midnights (3am Edition),2022-10-22,16,0.112,0.7,0.509,3.27e-05,0.137,-10.547,0.0789,110.947,0.345,68,196258
104,High Infidelity,Midnights (3am Edition),2022-10-22,17,0.723,0.646,0.529,0.0,0.0885,-10.179,0.0864,87.862,0.755,68,231475
105,Glitch,Midnights (3am Edition),2022-10-22,18,0.361,0.675,0.466,0.0,0.11,-9.738,0.201,140.864,0.347,66,148781
106,"Would've, Could've, Should've",Midnights (3am Edition),2022-10-22,19,0.43,0.483,0.84,0.000575,0.146,-6.508,0.119,157.979,0.55,71,260361
107,Dear Reader,Midnights (3am Edition),2022-10-22,20,0.481,0.562,0.388,0.00145,0.117,-12.088,0.0705,107.747,0.159,68,225194
108,Lavender Haze,Midnights,2022-10-21,1,0.258,0.733,0.436,0.000573,0.157,-10.489,0.08,96.985,0.0976,80,202395
109,Maroon,Midnights,2022-10-21,2,0.0573,0.637,0.398,1.03e-06,0.101,-8.294,0.0564,108.075,0.0374,76,218270
110,Anti-Hero,Midnights,2022-10-21,3,0.13,0.637,0.643,1.8e-06,0.142,-6.571,0.0519,97.008,0.533,89,200690
111,Snow On The Beach (feat. Lana Del Rey),Midnights,2022-10-21,4,0.69,0.663,0.319,0.000993,0.117,-13.481,0.0375,109.957,0.193,73,256124
112,"You're On Your Own, Kid",Midnights,2022-10-21,5,0.401,0.696,0.396,5.2e-06,0.125,-10.289,0.0656,120.041,0.38,82,194206
113,Midnight Rain,Midnights,2022-10-21,6,0.69,0.643,0.363,5.17e-05,0.115,-11.738,0.0767,139.865,0.23,81,174782
114,Question...?,Midnights,2022-10-21,7,0.2,0.751,0.502,0.0,0.296,-8.763,0.167,108.943,0.106,71,210556
115,Vigilante Shit,Midnights,2022-10-21,8,0.173,0.798,0.277,5.25e-05,0.121,-11.096,0.39,79.846,0.163,77,164801
116,Bejeweled,Midnights,2022-10-21,9,0.0618,0.696,0.559,5.58e-05,0.0887,-9.19,0.0693,163.999,0.433,81,194165
117,Labyrinth,Midnights,2022-10-21,10,0.785,0.406,0.306,0.488,0.122,-15.48,0.0517,110.014,0.122,73,247962
118,Karma,Midnights,2022-10-21,11,0.0734,0.642,0.62,0.0,0.483,-7.091,0.0666,90.02,0.0969,85,204852
119,Sweet Nothing,Midnights,2022-10-21,12,0.964,0.337,0.156,7.72e-05,0.115,-14.919,0.0518,176.655,0.39,73,188496
120,Mastermind,Midnights,2022-10-21,13,0.553,0.662,0.357,0.00129,0.0837,-14.064,0.154,125.966,0.124,74,191039
121,State Of Grace (Taylor's Version),Red (Taylor's Version),2021-11-12,1,0.000328,0.594,0.713,0.0,0.114,-5.314,0.0503,129.958,0.328,68,295413
122,Red (Taylor's Version),Red (Taylor's Version),2021-11-12,2,0.00108,0.516,0.777,1.62e-06,0.0761,-4.908,0.0375,125.047,0.408,77,223093
123,Treacherous (Taylor's Version),Red (Taylor's Version),2021-11-12,3,0.0344,0.645,0.593,0.000127,0.13,-6.506,0.0288,109.984,0.299,68,242720
124,I Knew You Were Trouble (Taylor's Version),Red (Taylor's Version),2021-11-12,4,0.0129,0.584,0.557,0.0,0.0576,-6.371,0.0342,154.008,0.767,78,219760
125,All Too Well (Taylor's Version),Red (Taylor's Version),2021-11-12,5,0.0171,0.44,0.528,0.00203,0.234,-7.809,0.0317,185.972,0.132,74,329160
126,22 (Taylor's Version),Red (Taylor's Version),2021-11-12,6,0.000443,0.642,0.695,1.02e-05,0.0753,-5.62,0.0281,103.984,0.642,78,230960
127,I Almost Do (Taylor's Version),Red (Taylor's Version),2021-11-12,7,0.0167,0.511,0.559,0.0,0.113,-6.587,0.0264,145.88,0.248,67,244586
128,We Are Never Ever Getting Back Together (Taylor's Version),Red (Taylor's Version),2021-11-12,8,0.0317,0.567,0.686,1.86e-06,0.0732,-6.139,0.175,172.014,0.716,78,193146
129,Stay Stay Stay (Taylor's Version),Red (Taylor's Version),2021-11-12,9,0.0848,0.693,0.681,0.0,0.0768,-7.039,0.025,100.02,0.663,67,205786
130,The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version),Red (Taylor's Version),2021-11-12,10,0.0399,0.502,0.534,0.0,0.0977,-5.954,0.0278,94.05,0.155,70,299080
131,Holy Ground (Taylor's Version),Red (Taylor's Version),2021-11-12,11,0.0288,0.622,0.809,0.00218,0.109,-5.623,0.0638,156.894,0.511,67,202960
132,Sad Beautiful Tragic (Taylor's Version),Red (Taylor's Version),2021-11-12,12,0.622,0.601,0.406,9.19e-05,0.133,-11.827,0.0275,130.059,0.232,68,284773
133,The Lucky One (Taylor's Version),Red (Taylor's Version),2021-11-12,13,0.066,0.686,0.571,0.0,0.0608,-7.138,0.05,117.889,0.538,66,240466
134,Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),Red (Taylor's Version),2021-11-12,14,0.271,0.498,0.61,0.0,0.223,-5.098,0.0363,79.918,0.474,73,245426
135,Starlight (Taylor's Version),Red (Taylor's Version),2021-11-12,15,0.00324,0.628,0.685,0.0,0.18,-5.864,0.0358,126.014,0.605,66,220413
136,Begin Again (Taylor's Version),Red (Taylor's Version),2021-11-12,16,0.075,0.519,0.527,0.0,0.132,-7.673,0.0274,78.915,0.267,69,238866
137,The Moment I Knew (Taylor's Version),Red (Taylor's Version),2021-11-12,17,0.0494,0.636,0.402,0.0,0.107,-7.855,0.031,125.952,0.208,66,285280
138,Come Back...Be Here (Taylor's Version),Red (Taylor's Version),2021-11-12,18,0.0158,0.46,0.632,0.0,0.0822,-6.031,0.0302,79.846,0.399,70,223333
139,Girl At Home (Taylor's Version),Red (Taylor's Version),2021-11-12,19,0.00955,0.691,0.736,1.88e-05,0.101,-6.974,0.0326,125.089,0.612,65,220520
140,State Of Grace (Acoustic Version) (Taylor's Version),Red (Taylor's Version),2021-11-12,20,0.663,0.445,0.131,1.57e-06,0.108,-13.778,0.0564,208.918,0.101,64,321640
141,Ronan (Taylor's Version),Red (Taylor's Version),2021-11-12,21,0.661,0.623,0.279,0.0,0.193,-10.802,0.031,116.04,0.38,62,264253
142,Better Man (Taylor's Version) (From The Vault),Red (Taylor's Version),2021-11-12,22,0.214,0.473,0.579,0.0,0.0877,-5.824,0.0384,73.942,0.255,70,297013
143,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),Red (Taylor's Version),2021-11-12,23,0.817,0.606,0.377,0.0,0.154,-9.455,0.0275,101.96,0.446,74,258812
144,Babe (Taylor’s Version) (From The Vault),Red (Taylor's Version),2021-11-12,24,0.0538,0.584,0.743,2.83e-06,0.121,-7.075,0.0931,167.844,0.746,70,224240
145,Message In A Bottle (Taylor's Version) (From The Vault),Red (Taylor's Version),2021-11-12,25,0.00188,0.622,0.791,3.72e-06,0.083,-6.106,0.0535,115.915,0.494,71,225960
146,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),Red (Taylor's Version),2021-11-12,26,0.167,0.391,0.715,0.0,0.183,-4.516,0.0495,149.654,0.473,73,285106
147,Forever Winter (Taylor's Version) (From The Vault),Red (Taylor's Version),2021-11-12,27,0.256,0.611,0.552,0.0,0.134,-5.828,0.031,116.012,0.41,66,263533
148,Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),Red (Taylor's Version),2021-11-12,28,0.817,0.61,0.488,0.0,0.312,-6.918,0.0293,125.039,0.443,68,240226
149,The Very First Night (Taylor's Version) (From The Vault),Red (Taylor's Version),2021-11-12,29,0.00115,0.678,0.733,0.0,0.104,-5.025,0.0281,121.009,0.581,73,200280
150,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Red (Taylor's Version),2021-11-12,30,0.274,0.631,0.518,0.0,0.088,-8.771,0.0303,93.023,0.205,84,613026
151,Fearless (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,1,0.0122,0.569,0.741,0.0,0.333,-4.963,0.0282,100.118,0.43,81,241591
152,Fifteen (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,2,0.116,0.559,0.646,0.0,0.32,-4.61,0.0272,95.466,0.289,70,294419
153,Love Story (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,3,0.13,0.627,0.792,3.97e-06,0.0845,-4.311,0.031,119.054,0.415,80,235766
154,Hey Stephen (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,4,0.106,0.788,0.571,0.0,0.0934,-6.135,0.0296,115.99,0.797,68,254254
155,White Horse (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,5,0.369,0.423,0.517,0.0,0.177,-7.377,0.0486,185.262,0.366,71,234515
156,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,6,0.0623,0.632,0.773,0.0,0.0885,-4.856,0.0346,130.033,0.474,84,231124
157,Breathe (feat. Colbie Caillat) (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,7,0.156,0.506,0.626,0.0,0.228,-6.066,0.0287,148.035,0.321,66,263377
158,Tell Me Why (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,8,0.0222,0.578,0.909,0.0,0.333,-3.669,0.0628,100.023,0.541,65,200575
159,You’re Not Sorry (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,9,0.0538,0.506,0.444,0.0,0.123,-4.99,0.0285,133.873,0.241,67,261842
160,The Way I Loved You (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,10,0.0033,0.402,0.732,0.0,0.108,-4.665,0.0484,161.032,0.472,79,243136
161,Forever & Always (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,11,0.0231,0.598,0.821,0.0,0.143,-4.433,0.0447,128.03,0.673,70,225328
162,The Best Day (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,12,0.488,0.642,0.576,0.0,0.159,-8.524,0.0282,125.0,0.469,64,245290
163,Change (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,13,0.000191,0.499,0.815,0.0,0.181,-4.063,0.0341,95.999,0.344,63,279359
164,Jump Then Fall (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,14,0.0474,0.572,0.69,0.0,0.0897,-6.201,0.0358,160.111,0.624,66,237580
165,Untouchable (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,15,0.0181,0.393,0.531,0.0,0.169,-6.112,0.0329,200.391,0.224,66,312107
